id_producto,marca_producto,nombre_producto,sku,precio,costo,peso,sin_aditivos,bajo_en_calorías
1088, La Sonrisa, Mostaza,204452911315-8,3.8,1.57,20.7,,
1089, La Sonrisa, Lentejas secas,187601968585-4,2.83,1.2,7.7,1,
1090, La Sonrisa, Pan integral,175068987546-6,2.46,1.08,8.3,1,
1091, La Sonrisa, Leche de almendras,87464907228-7,4.08,1.29,12.1,1,
1092, La Sonrisa, Mantequilla de coco,29977982938-6,2.73,1.11,8.4,1,
1093, La Sonrisa, Fresas frescas,78620765029-9,3.22,1.3,21.7,1,
1094, La Sonrisa, Pan integral,157380703150-7,4.32,1.79,8.8,1,
1095, La Sonrisa, Mantequilla de almendras,135270347654-2,1.81,0.55,10.3,,
1096, La Sonrisa, Yogur natural,143277148187-2,2.93,0.89,14.2,1,
1097, La Sonrisa, Cereal de arroz,50413655102-8,2.46,0.83,9.5,,
1098, La Sonrisa, Espaguetis de trigo integral,139692418752-6,1.59,0.69,22.8,1,
1099, La Sonrisa, Cereal de maíz,217333631098-9,3.71,1.51,9.9,1,
1100, La Sonrisa, Palomitas de maíz,28859257160-3,0.82,0.25,21.9,1,
1101, La Sonrisa, Pechuga de pavo,208489488899-9,3,1.39,8,1,
1102, La Magia, Almendras naturales,156261977373-1,2.18,0.97,11.9,1,
1103, La Magia, Mostaza,58139071523-6,1.32,0.51,11.7,1,
1104, El Encanto, Vinagre balsámico,142158422409-3,2.81,1.25,15.8,,
1105, El Encanto, Pimientos amarillos,125307479679-1,2.12,0.86,14.4,,
1106, El Encanto, Vinagre balsámico,138573692977-1,1.74,0.53,6.8,,
1107, El Encanto, Palomitas de maíz,25170418322-7,3.09,1.01,19.2,,
1108, El Encanto, Canela en polvo,174683494031-3,1.88,0.76,19.2,1,
1109, La Fantasía, Sopa de pollo,223326276123-7,0.63,0.27,20.2,,
1110, La Fantasía, Mantequilla de almendras,95086214244-9,3.21,1.49,13.3,,
1111, La Fantasía, Mantequilla de almendras,72975858747-5,0.89,0.28,18.8,1,
1112, La Fantasía, Yogur de frutas,80982659280-5,4.1,1.62,20.9,,1
1113, La Fantasía, Sopa de verduras,140144266903-6,0.77,0.28,18.4,,
1114, La Fantasía, Tofu orgánico,77397929846-6,3.92,1.36,21.6,1,1
1115, La Fantasía, Mermelada de frambuesa,120781299173-6,2.86,1.02,7,1,
1116, La Fantasía, Papas fritas,210557932316-9,2.9,0.94,16.7,1,
1117, La Fantasía, Fresas frescas,183188164055-9,4.17,1.61,12.6,1,1
1118, La Fantasía, Tomates maduros,130960652529-5,3.36,1.63,12.5,1,
1119, La Fantasía, Helado de pistacho,184862847387-2,3.63,1.75,8,1,
1120, La Fantasía, Leche entera,116857097565-8,1.96,0.97,16.9,,
1121, La Fantasía, Queso cheddar,100006154833-8,4.43,1.92,10,1,1
1122, La Fantasía, Galletas integrales,113272368133-4,0.85,0.36,16,1,
1123, La Fantasía, Pechuga de pavo,25668287813-8,2.25,1.04,8.6,,1
1124, La Fantasía, Salmón ahumado,149382169185-5,0.93,0.46,7,1,
1125, La Fantasía, Sopa de tomate,198024951277-5,2.53,0.93,20.6,1,1
1126, La Fantasía, Café colombiano,69784889398-6,1.33,0.48,18,1,
1127, La Fantasía, Manzanas rojas,47674533901-2,3,1.15,13.4,,1
1128, La Fantasía, Cereal de arroz,55681334434-6,2.99,1.18,18.5,1,
1129, La Fantasía, Helado de fresa,114842942057-9,2.78,1.08,19.7,1,
1130, La Fantasía, Yogur natural,52096605002-6,1.78,0.63,14.7,1,
1131, La Fantasía, Lentejas secas,95479974329-7,2.75,1.22,14.4,,
1132, La Fantasía, Chocolate negro,114005600391-4,1.9,0.58,14.3,,
1133, La Fantasía, Plátanos maduros,157280393897-5,1.76,0.68,18.4,1,1
1134, La Fantasía, Vinagre balsámico,105052882373-3,2.08,0.76,22.1,1,
1135, La Fantasía, Huevos orgánicos,158955077229-5,2.25,0.86,8,,1
1136, La Fantasía, Sopa de tomate,35974428117-9,4.14,2,14.4,1,1
1137, La Fantasía, Leche de almendras,74098384677-4,2.03,0.72,18,,
1138, La Fantasía, Salsa de barbacoa,87364597975-3,2.8,0.88,14.4,1,1
1139, La Fantasía, Avena instantánea,206760517657-1,3.28,1.58,9.8,1,1
1140, La Fantasía, Queso fresco,149273593366-7,2.93,1.22,11,,1
1141, La Fantasía, Limones frescos,197916375458-4,1.54,0.75,10.8,,
1142, La Fantasía, Vinagre balsámico,43877119242-8,3.38,1.54,16,,1
1143, La Fantasía, Refresco de limón,228766763745-4,2.02,0.78,9.1,,
1144, La Fantasía, Pasta de trigo,181798664986-7,0.97,0.35,22.3,1,
1145, La Fantasía, Mantequilla de almendras,88935171901-6,1.8,0.62,22.5,,
1146, La Fantasía, Pasta de trigo,26188834846-1,2.94,1.11,18.9,1,
1147, La Fantasía, Carne molida,221597304879-7,1.63,0.5,10.1,,
1148, La Fantasía, Té verde,88097830235-3,3.08,0.94,13.8,,
1149, La Fantasía, Piña en almíbar,212753162682-3,1.01,0.44,20.7,,1
1150, La Fantasía, Jugo de piña,215500550448-7,3.65,1.73,9.6,1,
1151, La Fantasía, Yogur griego,185252141057-4,0.71,0.35,16.4,1,1
1152, La Fantasía, Zanahorias frescas,62271491945-2,3.01,1.13,14.3,1,
1153, La Ilusión, Manzanas rojas,100395448505-1,0.6,0.22,19.7,1,
1154, La Ilusión, Tostadas de trigo,113661661802-2,1.95,0.6,13.3,1,
1155, El Misterio, Pimientos rojos,26057581484-5,2.15,0.92,16.9,,
1156, El Misterio, Refresco de naranja,175570657194-8,2.08,0.91,9.6,1,1
1157, El Misterio, Refresco de limón,224213439285-6,3.85,1.87,21.4,1,
1158, El Misterio, Nueces mixtas,95973377406-2,1.51,0.55,14.9,,1
1159, El Misterio, Zanahorias frescas,73863021910-6,4.33,1.58,17.5,1,1
1160, El Misterio, Galletas integrales,208095728814-1,3.16,1,11.6,1,1
1161, El Misterio, Agua mineral,115232235729-1,4.11,1.99,12.4,,
1162, El Misterio, Yogur griego,52485898674-8,1.82,0.55,6.5,1,1
1163, El Misterio, Jugo de arándano,40894368706-2,0.94,0.4,17.2,1,
1164, El Misterio, Mermelada de fresa,114394894063-8,1.96,0.89,18,1,1
1165, El Misterio, Sopa de verduras,32050226509-7,3.23,1.09,19.2,1,
1166, El Misterio, Espaguetis de trigo integral,34797614275-9,2.53,1.26,19.4,,
1167, El Misterio, Plátanos maduros,88699809134-8,2.69,1.22,18.7,1,
1168, El Misterio, Queso fresco,172719160020-1,4.38,1.9,19.4,1,
1169, El Misterio, Guisantes congelados,75094123661-1,3.41,1.28,15.9,,
1170, El Misterio, Salchichas,88360336958-6,3.04,1.02,22.9,1,
1171, El Misterio, Galletas de avena,207756256638-2,3.64,1.34,12.6,,1
1172, El Misterio, Canela en polvo,150269332348-1,3.17,1.38,19.6,,
1173, El Misterio, Sopa de verduras,198912114439-7,2.65,1.28,7.4,,
1174, El Misterio, Salsa de pescado,70672052560-8,2.6,0.93,20.6,,
1175, El Misterio, Espaguetis de trigo integral,48561697064-9,1.98,0.62,7.9,1,
1176, El Misterio, Refresco de toronja,208593598304-9,1.96,0.95,10.1,1,1
1177, El Misterio, Galletas de chocolate,115730105220-1,1.76,0.7,8.9,,1
1178, El Misterio, Limones frescos,26578128515-9,4.33,2.02,11,,
1179, El Misterio, Salsa de soja,221986598550-1,3.01,1.25,13.2,,
1180, El Misterio, Pimientos verdes,88487123906-2,4.47,1.9,11.1,1,
1181, El Misterio, Zanahorias frescas,213142456351-4,2.03,0.72,21.9,1,
1182, El Misterio, Yogur de vainilla,160914944827-4,1.6,0.67,8.3,,
1183, El Misterio, Berenjenas,62792038975-3,1.76,0.78,8.1,1,1
1184, El Misterio, Almendras naturales,146811389863-6,3.25,1.35,11.7,,1
1185, El Misterio, Té negro,129960447131-6,1.55,0.58,17.2,1,
1186, El Misterio, Salsa picante,143226660429-3,1.92,0.62,9.5,1,
1187, El Misterio, Frijoles negros,29823385774-8,2.52,1.17,18.8,1,
1188, El Misterio, Jugo de piña,179336461483-3,2.05,0.87,19.5,1,1
1189, El Misterio, Manzanas rojas,227979243575-7,0.87,0.28,13,,
1190, El Misterio, Café colombiano,44764282404-2,1.49,0.62,12.4,,1
1191, El Encuentro, Helado de vainilla,229653926907-6,2.41,1.08,20.7,1,
1192, El Encuentro, Salchichas,30660727440-4,1.12,0.36,14.2,,1
1193, El Encuentro, Avena instantánea,144797234356-2,1.02,0.49,14.5,,1
1194, El Encuentro, Té negro,27075998008-6,3.22,1.3,20.6,,
1195, El Encuentro, Té verde,70459367333-2,1.9,0.63,8.9,1,
1196, El Encuentro, Yogur de frutas,63185799060-8,3.35,1.43,15.3,,
1197, El Encuentro, Salsa de pescado,187841131507-7,3.6,1.46,10.8,,
1198, El Encuentro, Pasta de trigo,135613619981-9,3.93,1.47,16.8,,
1199, La Creación, Pepinos frescos,37490714132-7,2.93,1.22,9,,1
1200, La Creación, Té negro,121510065017-7,2.14,0.66,15.4,1,
1201, La Creación, Espaguetis de trigo integral,104659122288-3,3.86,1.87,23,1,
1202, La Creación, Mantequilla de almendras,117925335585-3,4.51,2,15,1,
1203, La Creación, Queso fresco,85296154557-4,1.67,0.6,15.8,1,1
1204, La Invención, Cereal de avena,179834330974-9,2.47,1.12,17,1,
1205, La Invención, Papas fritas,202677918731-8,2.98,1.21,20.3,,
1206, La Invención, Queso cheddar,226462957560-6,3.93,1.39,8.8,,
1207, La Invención, Lechuga iceberg,204352602064-1,2.17,0.86,22.3,1,
1208, La Invención, Zanahorias frescas,212359402597-1,3.29,1.6,10.8,1,
1209, La Invención, Aceite de oliva,119495909512-9,3.09,0.95,13.8,1,
1210, La Invención, Manzanas rojas,208774673162-7,1.95,0.94,11.8,1,
1211, La Invención, Espárragos frescos,45158042489-3,4.34,1.97,17.1,1,
1212, La Innovación, Carne de res,63683668554-2,0.61,0.25,8.6,1,1
1213, La Innovación, Aceite de oliva,36313900290-2,3.36,1.13,19.8,1,
1214, La Innovación, Avena instantánea,109705849825-7,1.51,0.66,18.7,,
1215, La Innovación, Sopa de tomate,218582943975-2,1.67,0.57,6.6,1,1
1216, La Innovación, Chocolate negro,95602294861-1,2.42,1.05,14.5,,1
1217, La Innovación, Salsa picante,78751352129-3,1.45,0.69,19,,
1218, La Innovación, Espárragos frescos,92017565429-9,2.1,0.87,16.8,1,
1219, La Innovación, Mermelada de frambuesa,211413485109-1,2.7,1.26,7.9,1,1
1220, La Innovación, Yogur natural,153926560818-9,2.23,1.06,10.6,1,1
1221, La Creatividad, Helado de fresa,202569342910-7,1.71,0.75,22.8,,1
1222, La Creatividad, Pimientos naranjas,74329281031-6,2.81,1.05,12.6,1,1
1223, La Creatividad, Mantequilla de almendras,178444831908-3,0.68,0.33,18.2,,1
1224, La Creatividad, Helado de pistacho,186451632438-1,1.42,0.46,10.7,,
1225, La Creatividad, Cereal de avena,93588139353-7,1.97,0.84,12,,
1226, La Creatividad, Cebollas blancas,182866903006-5,3.39,1.14,9.9,1,
1227, La Creatividad, Miel pura,226250272333-4,3.22,0.98,6.5,1,
1228, La Creatividad, Arroz blanco,37775898395-6,2.51,1.12,7.1,,
1229, La Creatividad, Salsa de pescado,217406130134-2,1.49,0.5,15.2,1,
1230, La Creatividad, Salsa de soja,165178618608-6,0.88,0.28,14.1,1,1
1231, La Creatividad, Lentejas secas,67055712758-5,4.25,1.35,12.4,,
1232, La Creatividad, Espárragos frescos,121899358689-3,1.29,0.45,8.3,,
1233, La Creatividad, Pan integral,105048415957-8,0.84,0.38,21.9,,1
1234, La Creatividad, Refresco de limón,118314629257-1,0.64,0.28,17.5,,
1235, La Creatividad, Queso cheddar,30710548936-1,1.58,0.74,15.6,1,
1236, La Creatividad, Pimientos verdes,180223624646-5,3.8,1.62,17.3,1,1
1237, La Creatividad, Refresco de limón,228866406737-6,3.15,1.28,9.5,,1
1238, La Creatividad, Sopa de verduras,100626344858-4,1.68,0.53,15.5,1,1
1239, La Creatividad, Jugo de naranja natural,78515989362-5,2.61,0.85,13.3,1,
1240, La Creatividad, Leche entera,212748696266-2,2.59,0.82,16.5,1,
1241, La Creatividad, Agua mineral,64910303889-1,3.41,1.08,6.7,,
1242, La Creatividad, Tostadas de trigo,209163966834-2,2.27,0.69,20.9,,
1243, La Creatividad, Cereal de maíz,45547336161-6,1.35,0.61,10.2,1,1
1244, La Creatividad, Helado de vainilla,64072962223-2,1.39,0.53,20,1,
1245, La Creatividad, Pasas de uva,36703193961-5,2.66,0.87,19.2,,1
1246, La Creatividad, Vinagre de manzana,191475682435-7,1.76,0.58,15.2,1,
1247, La Creatividad, Tofu orgánico,38377877294-8,1.92,0.68,20.3,1,
1248, La Creatividad, Leche entera,177372127472-1,3.81,1.21,13.2,1,
1249, La Creatividad, Galletas de avena,79747091113-1,1.7,0.53,9.8,1,1
1250, El Arte, Queso cheddar,93013304411-1,2.47,0.83,9.6,,
1251, El Arte, Pimientos rojos,212409224093-7,4.1,1.66,12,1,
1252, El Arte, Yogur de vainilla,154922299802-6,2.61,1.13,22.9,,
1253, El Arte, Carne molida,203565081894-3,1.96,0.58,9.2,1,
1254, El Arte, Leche de almendras,75325020015-6,4.2,1.82,8.7,1,
1255, El Arte, Mantequilla,53214664518-7,1.42,0.48,21.7,1,
1256, El Arte, Cebollas blancas,61221465051-4,1.4,0.57,16,1,
1257, El Arte, Champiñones frescos,120383072674-2,2.22,0.82,8.3,1,
1258, El Arte, Mantequilla de maní,185681977927-3,0.7,0.28,16,,
1259, El Arte, Carne de res,229065347252-1,2.45,1.06,15.4,1,
1260, El Arte, Yogur de frutas,40590973316-9,0.77,0.37,7.5,,1
1261, La Elegancia, Mantequilla de almendras,220221205055-1,0.69,0.33,19.2,1,1
1262, La Elegancia, Refresco de toronja,167993693529-5,0.87,0.31,11.7,,1
1263, La Elegancia, Vinagre de manzana,221895888388-3,0.95,0.32,11,,1
1264, La Elegancia, Jugo de manzana,98915239273-5,2.69,1.17,22.3,,1
1265, La Belleza, Pan integral,137039195833-2,0.82,0.29,10.2,1,
1266, La Belleza, Pechuga de pavo,150305409133-7,1.35,0.53,10.5,,
1267, La Belleza, Berenjenas,36902134476-8,1.83,0.76,7.9,1,
1268, La Belleza, Refresco de limón,186415210186-7,1.49,0.67,21.5,,1
1269, La Belleza, Arándanos frescos,28057992279-5,4.55,1.71,12.1,,
1270, La Belleza, Jugo de piña,106817930398-4,3.08,1.15,21.5,1,
1271, La Belleza, Salsa de pescado,84707574904-2,4.01,1.9,6.4,1,1
1272, La Belleza, Pimientos amarillos,37739476142-3,2.84,1.01,19.1,,1
1273, La Belleza, Sopa de pollo,151875983058-7,3.79,1.23,13.1,1,1
1274, La Belleza, Cereal de arroz,89129646002-7,1.5,0.62,21.2,1,
1275, La Belleza, Mantequilla de almendras,77538116037-6,1.34,0.54,14.2,1,
1276, La Belleza, Tomates maduros,222289648473-9,1.64,0.65,17.7,1,
1277, La Belleza, Canela en polvo,139944980917-8,2.91,1.44,20.9,1,
1278, La Belleza, Jugo de piña,142692368685-8,3.23,1.44,21.2,1,1
1279, La Belleza, Tomates maduros,196594563542-6,3.39,1.08,6.7,1,
1280, La Belleza, Pimientos amarillos,73613914430-9,1.57,0.76,9.4,1,
1281, La Belleza, Té negro,111737870990-1,3.17,1.01,16.8,,1
1282, La Belleza, Sopa de tomate,125004084287-4,3.94,1.29,9.9,1,1
1283, La Belleza, Miel pura,37400003969-8,0.91,0.34,10.1,1,
1284, La Belleza, Palomitas de maíz,186913079679-2,2.78,1.32,8.9,,
1285, La Belleza, Carne molida,209756667433-5,2.14,0.78,13.9,1,1
1286, La Belleza, Cebollas blancas,81516605555-5,1.03,0.46,14.7,1,1
1287, El Estilo, Helado de pistacho,59406250058-8,1.6,0.71,18.8,1,1
1288, El Estilo, Arroz blanco,219438151299-8,1.58,0.71,17.6,,
1289, La Moda, Plátanos maduros,126574658214-9,1.39,0.61,19.8,,
1290, El Diseño, Vinagre balsámico,63828321159-3,3.68,1.6,20.8,1,
1291, El Diseño, Yogur de frutas,52236791191-5,2.63,1.25,21.7,1,
1292, La Tendencia, Aceitunas verdes,125737316548-2,3.81,1.81,19.4,,
1293, La Tendencia, Pan integral,114037210761-8,1.65,0.52,8.7,,1
1294, La Tendencia, Aceite de oliva,116784598529-3,1.97,0.87,7.1,1,1
1295, La Tendencia, Espinacas congeladas,170686793385-3,2.12,1.05,15.5,1,
1296, La Tendencia, Refresco de toronja,47706144271-7,2.88,1.08,14.8,1,
1297, La Tendencia, Galletas de chocolate,85830100834-2,1.9,0.6,22.7,1,
1298, La Tendencia, Salmón ahumado,99096314131-2,1.54,0.49,6.6,1,
1299, La Tendencia, Mantequilla de almendras,218492233811-9,3.16,1.31,14.5,1,1
1300, La Tendencia, Queso cheddar,161005309520-6,1.66,0.61,18.2,1,
1301, La Tendencia, Galletas de chocolate,209648091614-5,1.08,0.49,8.8,1,
1302, La Tendencia, Pan blanco,55608835398-2,2.12,0.84,12.5,1,1
1303, La Tendencia, Frijoles negros,33498479902-5,0.78,0.28,12.8,,
1304, La Tendencia, Salmón ahumado,193530381143-1,0.77,0.26,7.8,,1
1305, La Tendencia, Mantequilla de coco,100666888058-3,0.65,0.32,17.1,,
1306, La Tendencia, Pan blanco,37920551000-1,2.83,0.97,13.8,,
1307, La Tendencia, Mantequilla de maní,26329021035-1,1.51,0.62,19.5,1,
1308, La Tendencia, Jugo de manzana,99829546392-1,2.96,1.31,19.2,,
1309, La Tendencia, Maíz dulce enlatado,224484878836-3,3.96,1.45,15.9,1,
1310, La Tendencia, Pimientos amarillos,172257367312-1,4.56,1.44,21.9,,
1311, La Tendencia, Mermelada de fresa,196983857213-8,3.69,1.35,22.8,,1
1312, La Vanguardia, Salsa de pescado,74003208099-7,1.75,0.85,12.9,,1
1313, La Vanguardia, Helado de fresa,57152265369-1,4.49,2.17,20.4,1,1
1314, La Vanguardia, Manzanas rojas,70418478667-2,0.73,0.29,8.2,1,1
1315, La Vanguardia, Salmón ahumado,37789297638-4,2.04,0.85,15.1,,1
1316, La Vanguardia, Maíz dulce enlatado,187302373348-1,0.81,0.25,17.9,1,1
1317, La Vanguardia, Guisantes congelados,28945155442-6,2.59,1.08,10,1,1
1318, La Vanguardia, Aceitunas verdes,52730194271-2,1.07,0.38,15.1,1,
1319, La Vanguardia, Papas fritas,211820644437-3,1.92,0.67,13.9,,1
1320, La Vanguardia, Lechuga iceberg,219827444970-7,3.05,1.36,22.3,,1
1321, La Vanguardia, Pan integral,126963951885-2,2.85,1.13,17.7,1,
1322, La Vanguardia, Cereal de avena,216242715536-9,3.67,1.15,7,,1
1323, La Vanguardia, Lechuga iceberg,52626084863-3,3.37,1.17,11,1,1
1324, La Vanguardia, Fresas frescas,126126610219-9,3.79,1.65,14.2,,
1325, La Vanguardia, Té negro,43781942664-1,1.64,0.79,13.4,,1
1326, El Futuro, Cebollas blancas,198554431140-1,1.96,0.87,9.5,,1
1327, El Futuro, Jugo de piña,100431525288-3,4.4,1.82,19.7,,
1328, El Futuro, Pimientos verdes,48701883255-9,2.59,0.85,12.8,,1
1329, El Futuro, Atún en lata,31850940525-2,1.89,0.88,20.8,1,1
1330, El Futuro, Pasta de trigo,45117153823-9,1.52,0.54,11.4,1,1
1331, La Experiencia, Salsa picante,219487972795-3,3.14,0.96,10.8,1,
1332, La Experiencia, Pan blanco,107026149212-2,0.79,0.24,15.4,1,
1333, La Experiencia, Pimientos verdes,210643830596-1,1.07,0.49,10.4,1,1
1334, La Experiencia, Limones frescos,27428869425-5,2.11,0.62,20.7,1,
1335, La Experiencia, Pollo fresco,212318513928-8,2.76,1.06,8.6,,
1336, La Experiencia, Jugo de arándano,220325314461-8,3.88,1.73,19.7,1,
1337, La Experiencia, Cebollas blancas,46081282435-3,0.65,0.24,8,,1
1338, La Experiencia, Galletas integrales,135360046087-3,2.54,0.76,16.9,1,
1339, La Experiencia, Zanahorias frescas,178743415414-2,1.5,0.57,10.9,1,1
1340, La Experiencia, Refresco de cola,197269041476-5,2.94,1.34,12.7,1,1
1341, La Experiencia, Chocolate negro,169899273215-7,3.95,1.88,20.2,1,1
1342, La Experiencia, Salsa de tomate,117671761691-2,4.27,1.52,19.4,,
1343, La Experiencia, Té verde,226548855840-1,3.29,1.01,14.4,1,1
1344, La Experiencia, Caldo de pollo,103568206725-4,1.74,0.66,10.4,1,
1345, La Experiencia, Plátanos maduros,86717263996-8,4.22,2,10.7,,1
1346, La Experiencia, Jugo de manzana,226209383664-8,2.69,1.01,9.5,1,
1347, La Experiencia, Leche de almendras,138605303346-2,2.03,0.94,22.3,1,1
1348, La Experiencia, Yogur de frutas,81118379056-2,2.83,1.03,15.2,,1
1349, La Experiencia, Pasas de uva,129761161147-9,3.32,1.28,13.1,,1
1350, La Experiencia, Espinacas congeladas,208521099268-3,1.05,0.51,7.2,,
1351, La Experiencia, Salsa de pescado,186410743772-4,1.91,0.7,21.2,,
1352, La Experiencia, Pollo fresco,194417544305-4,3.04,1.35,18.6,1,1
1353, La Experiencia, Jugo de manzana,101554051220-7,2.57,1.17,14.6,1,
1354, La Experiencia, Mermelada de frambuesa,110058721244-2,1.7,0.62,9.6,,
1355, La Experiencia, Mostaza,153442090571-1,0.72,0.27,18.1,1,
1356, La Experiencia, Guisantes congelados,171967716633-6,1.83,0.75,12.5,,
1357, La Experiencia, Pasta de trigo,144597948372-3,3.1,1.35,22.9,1,1
1358, La Experiencia, Pan blanco,92370436845-1,2.41,1.1,12.1,,
1359, La Experiencia, Miel pura,201247530996-1,1.42,0.62,22.6,1,1
1360, La Experiencia, Té verde,78266881882-4,2.77,1.23,9.9,,1
1361, La Experiencia, Queso cheddar,61415939152-3,2.07,0.66,12.1,1,
1362, El Saber, Té negro,200908058821-9,1.71,0.52,13.8,,
1363, El Saber, Sopa de pollo,113303978503-4,3.05,0.93,8.9,,
1364, El Saber, Palomitas de maíz,55817054212-7,1.83,0.6,20.8,1,
1365, El Saber, Papas fritas,104459836304-3,0.61,0.27,6.5,1,
1366, El Saber, Pimientos verdes,183219774425-3,3.16,1.49,18.1,,
1367, El Saber, Pan integral,161109418928-8,4.09,2.03,17.1,,
1368, El Saber, Pimientos verdes,169116219459-5,4.07,1.4,19.5,1,
1369, El Saber, Helado de chocolate,228277827082-8,3.87,1.22,14.4,1,
1370, El Saber, Pollo fresco,165531490027-3,2.73,1.32,16.8,1,
1371, El Saber, Pechuga de pavo,179739154398-4,2.83,1.14,6.7,1,
1372, El Saber, Aceite de oliva,198264780460-6,2.85,1.08,6.8,1,
1373, El Saber, Jugo de arándano,170895012199-6,4.12,1.55,9.2,1,
1374, El Saber, Papas fritas,118667500673-4,3.31,1.61,19.8,1,
1375, El Saber, Sopa de tomate,172569695532-9,2.44,0.87,22.2,1,
1376, El Saber, Helado de pistacho,104563945709-1,1.92,0.89,22.6,1,
1377, El Saber, Pan integral,87713002980-9,3.24,1.51,11.1,1,
1378, El Saber, Espaguetis de trigo integral,100979216277-6,0.84,0.42,13.5,1,
1379, El Saber, Mermelada de fresa,220375135957-7,2.2,1.06,9.7,,
1380, El Saber, Papas fritas,81507672727-4,4.15,1.6,20.3,,
1381, La Sabiduría, Galletas de chocolate,130150454819-7,2.49,1.2,22.7,,
1382, La Sabiduría, Refresco de toronja,208910392940-7,1.29,0.58,22.8,1,
1383, La Sabiduría, Vinagre balsámico,186800037443-2,2.97,1.2,20,,
1384, La Sabiduría, Pimientos amarillos,194806837974-1,2.94,1.37,13.8,,
1385, La Sabiduría, Leche entera,46968445597-6,2.75,0.87,15.2,1,
1386, La Sabiduría, Vinagre de manzana,191222108542-4,1.88,0.63,17.5,1,
1387, La Sabiduría, Sopa de pollo,27605477869-3,4,1.3,11.4,1,
1388, La Sabiduría, Pimientos rojos,46131103931-4,2,0.85,13.9,1,
1389, La Sabiduría, Pimientos verdes,144987242043-5,3.01,1.01,14.3,1,
1390, La Sabiduría, Cereal de maíz,92759730517-2,2.19,1,19.6,1,
1391, La Sabiduría, Mantequilla,146661925375-2,1.33,0.55,21.9,1,
1392, La Sabiduría, Pimientos amarillos,23681276261-6,0.95,0.45,22.1,,
1393, La Sabiduría, Pimientos rojos,61805232821-8,2.12,0.92,17.2,1,
1394, La Sabiduría, Pimientos rojos,75071446119-3,2.9,1.12,19.6,1,
1395, La Sabiduría, Helado de vainilla,194467365801-7,3.38,1.47,18.8,1,
1396, La Sabiduría, Leche entera,136980441510-8,3.04,1.29,15.9,,
1397, La Sabiduría, Limones frescos,104849129973-7,1.64,0.61,10.7,,
1398, La Sabiduría, Arándanos frescos,183609068094-1,3.61,1.21,9.8,1,
1399, La Sabiduría, Mermelada de fresa,161498712597-5,2.04,0.6,12.2,1,
1400, La Sabiduría, Salsa de pescado,114530613838-3,0.99,0.44,8.4,,
1401, La Sabiduría, Helado de pistacho,228667120753-2,1.82,0.74,10.7,,
1402, La Sabiduría, Cereal de arroz,165920783698-1,2.97,1.32,9.9,,
1403, La Sabiduría, Tofu orgánico,154329253733-4,2.8,1.05,16.5,1,
1404, La Sabiduría, Mantequilla de almendras,227829779087-6,3.1,1.44,18.9,,
1405, La Sabiduría, Mantequilla de maní,145485111534-6,1.02,0.37,18.1,,
1406, La Sabiduría, Queso fresco,67458405673-4,0.64,0.27,12.8,1,
1407, La Sabiduría, Tomates maduros,121360600529-4,0.72,0.28,15.2,1,
1408, La Sabiduría, Mermelada de fresa,205379951417-9,3.04,1.14,10.4,,
1409, La Sabiduría, Maíz dulce enlatado,36503907977-8,0.61,0.18,7.5,,
1410, La Sabiduría, Aceite de oliva,49770121275-2,1.97,0.6,18.2,,
1411, La Sabiduría, Galletas de chocolate,169166040955-1,2.18,0.67,18.3,1,
1412, La Sabiduría, Agua mineral,111679116666-4,2.1,0.85,20.6,1,
1413, La Inteligencia, Tomates maduros,160321898758-9,3.87,1.49,14.5,1,1
1414, La Inteligencia, Lechuga iceberg,32081836879-1,1.54,0.75,20.5,1,
1415, La Conciencia, Cebollas blancas,192991622983-7,4.35,1.51,14.4,1,
1416, La Conciencia, Arroz blanco,146023524224-5,3.18,1.17,16.9,1,
1417, La Conciencia, Jugo de naranja natural,53160031139-9,4.14,1.96,16.4,,
1418, La Conciencia, Huevos orgánicos,197413694082-7,1.84,0.84,14,,
1419, La Conciencia, Galletas de avena,185822164116-7,0.95,0.31,16.5,1,
1420, El Conocimiento, Maíz dulce enlatado,52322689473-2,1.98,0.91,16,,1
1421, El Conocimiento, Salsa picante,176978021920-8,3.25,1.57,14.4,,1
1422, El Conocimiento, Refresco de cola,179725409686-3,2.55,1.27,8.4,1,
1423, El Conocimiento, Carne de res,97878611623-1,2.72,1.26,14.8,,1
1424, El Conocimiento, Refresco de naranja,181897962509-7,4.48,1.42,18.1,1,
1425, El Conocimiento, Yogur de frutas,220021919071-4,2.5,0.82,19.2,,
1426, El Conocimiento, Refresco de toronja,26288132369-7,4.28,1.99,13.8,,1
1427, El Conocimiento, Leche de almendras,145684052049-3,3.75,1.52,16.9,1,
1428, El Conocimiento, Pollo fresco,88197127758-5,4.42,1.44,18.2,,
1429, El Conocimiento, Pasta de trigo,136839909849-5,2.75,1.36,7.4,1,
1430, El Conocimiento, Jugo de piña,215599847971-3,3.85,1.34,19.6,1,1
1431, El Conocimiento, Canela en polvo,193489492474-5,3.23,0.98,10.2,1,1
1432, El Conocimiento, Salchichas,120722199380-4,2.06,0.67,8.6,,
1433, El Conocimiento, Cereal de arroz,27858706295-8,3.01,1.49,17,,1
1434, El Conocimiento, Papas fritas,172112369238-6,1.07,0.53,19.2,1,1
1435, El Conocimiento, Queso parmesano,160520839273-3,3.12,1.42,18.1,,1
1436, El Conocimiento, Galletas de avena,27021364629-1,1.05,0.42,14.5,1,1
